WOMENS,White/Mint Ice,1988,Mint Ice,Court Lite Canvas,NIKE
WOMENS,White/Thistle Blue,1988,Thistle Blue,Cross Trainer Low,NIKE
MENS,White/Natural/Red/White,1988,White/Red,Combatant,NIKE
WOMENS,White/Flamingo/White/Light Blue,1988,Flamingo/Light Blue,Air Walker Max,NIKE
MENS,White/Light Grey/Medium Grey/Cosmic Blue/White/Light Grey/Medium Grey/Green,1988,Cosmic Blue/Green,Cross Trainer High,NIKE
MENS,White/Light Neutral Grey/Red/White/Light Neutral Grey/Navy Blue/Red,1988,Red/Navy Blue,Air Max 1,NIKE
WOMENS,White/Black/White/Silver,1988,Black/Silver,Stamina,NIKE
MENS,Black/White/Tech Grey/White/Red,1988,Black/White/Red,Air Delta Force Low,NIKE
MENS,White/grey,1988,White/grey,Omega,KARHU
MENS,Blue Spark/Slate,1988,Blue Spark,Outbreak High,NIKE
MENS,Dust/Grey/Natural,1988,Natural,Caldera,NIKE
MENS,White/Red,1988,Red,Air Delta Force 3/4,NIKE
MENS,Aquatime/Clockwork Orange,1988,Clockwork Orange,The Waffle Racer,NIKE
MENS,White/Navy Blue/Red,1988,Red,Long Jump '88,NIKE
MENS,Yellow/Stone/Slate/Capri Blue/Stone Slate,1988,Yellow/Capri Blue,Outbreak High Suede,NIKE
WOMENS,White/White/Blue Mist/White/White/Hot Pink,1988,Blue Mist/Hot Pink,Air Play,NIKE
WOMENS,White/Silver,1988,Silver,Elite L.I.,NIKE
MENS,White/Natural/White/Dark Royal Blue,1988,Natural/Dark Royal Blue,Penetrator GT High,NIKE
WOMENS,Light Neutral Grey/Tile Blue/White/Black/Raspberry,1988,Tile Blue/Raspberry,Air Pegasus,NIKE
WOMENS,Medium Grey/Purple/Yellow,1988,Purple,Waffle Sandal,NIKE
MENS,White/Tech Grey/Black/Yellow/White/Tech Grey/Navy Blue/Yellow,1988,Black/Yellow/Navy Blue/Yellow,Air Assault High,NIKE
WOMENS,White/White/Dk Powder Blue/White/Scandinavian Blue/Lilac,1988,Dk Powder Blue/Lilac,Kiara II High,NIKE
WOMENS,Bus Yellow/Indigo,1988,Bus Yellow/Indigo,Streamline,NIKE
MENS,CharcoalBlack/Blue/Blue,1988,Blue,Lava High,NIKE
WOMENS,White/White/Apricot,1988,Apricot,Air Play,NIKE
MENS,White/Light Grey/White/Royal Blue,1988,Light Grey/Royal Blue,Air Alpha Low,NIKE
MENS,White/Clay Blue/White/Red,1988,Clay Blue/Red,GTS Return,NIKE
MENS,White/White/Royal Blue/White/Steel Grey/Yellow,1988,Royal Blue/Steel Grey,Air Play,NIKE
WOMENS,White/Light Grey/Sunlight/White/Light Grey/Medium Grey/Fuchsia,1988,Sunlight/Fuchsia,Air Trainer High,NIKE
WOMENS,White/Teal Green/Light Neutral Grey/Tile Blue,1988,Teal Green/Tile Blue,Air Pegasus,NIKE
MENS,White/Medium Grey/Black/White/Medium Grey/Dark Royal Blue,1988,Black/Dark Royal Blue,Air Trainer High,NIKE
MENS,Trail Brown/Regent Blue,1988,Regent Blue,Cairn,NIKE
MENS,Black/Citron Yellow/White/Black/Royal Blue,1988,Citron Yellow/Royal Blue,Zoom Street,NIKE
MENS,White/Light Grey/Dark Green/White/Light Grey/Wine,1988,Dark Green/Wine,Air Trainer TW,NIKE
MENS,Black/Tech Grey,1988,Black,Wingmate High,NIKE
WOMENS,White/Tile Blue/White/Teal Green,1988,Tile Blue/Teal Green,Applause,NIKE
MENS,White/Dark Tech Grey/Navy Blue/Yellow/White/Dark Tech Grey/Red/Navy Blue,1988,Navy Blue/Yellow/Red/Navy Blue,Air Assault High,NIKE
WOMENS,Light Grey/Pumpkin,1988,Pumpkin,Air Control,NIKE
MENS,White/Medium Grey/Red/White/Medium Grey/Green,1988,Red/Green,Cross Trainer Low,NIKE
WOMENS,White/Mint/White/Light Carnation,1988,Mint/Light Carnation,Oceania,NIKE
MENS,White/Navy Blue/Fire Red/White/Charcoal/Teal Blue/Fire Red,1988,Navy Blue/Teal Blue,Court Force Low,NIKE
