  julian_date mpsi  mwsi
 j1794.188  0.4233116  0.3199441
 j1795.195  0.5037806  0.2177921
 j1796.201  0.6269478  0.1533979
 j1797.188  0.7703563  0.2066243
 j1798.255  0.9471357  0.3041274
 j1799.282  1.2102430  0.4150289
 j1800.267  1.2475899  0.3298644
 j1801.302  1.2225519  0.2857544
 j1804.202  0.9456520  0.0225294
 j1805.182  1.0317540  0.0606191
 j1806.201  1.0291470  0.1180750
 j1807.199  1.0056590  0.1675376
 j1809.232  1.2118280  0.2942414
 j1810.132  1.1926670  0.0345811
 j1811.195  1.0970060  0.1159440
 j1812.188  0.8534497  0.0959096
 j1813.173  0.6389974  0.0623744
 j1814.220  0.5394125  0.0214273
 j1815.152  0.2586590  0.0000000
 j1816.198  0.1136728  0.0000000
 j1817.213  0.1349148  0.0000000
 j1818.215  0.3808625  0.0336976
 j1819.219  0.5660133  0.1505774
 j1820.201  0.6672893  0.1817312
 j1821.218  0.7396464  0.3480514
 j1822.227  0.7216612  0.2146708
 j1823.226  1.1662620  0.3797662
 j1826.113  1.0074270  0.1103698
 j1829.270  1.0648659  0.1253431
 j1830.193  1.0144590  0.1207744
 j1832.295  0.8762627  0.0747686
 j1833.273  0.6183457  0.0223172
 j1834.161  0.8035860  0.0000000
 j1836.152  0.7140906  0.0000000
 j1837.150  0.7665789  0.0000000
 j1838.136  0.4980984  0.0000000
 j1840.296  0.6444755  0.0000000
 j1841.211  0.5822947  0.0505630
 j1842.432  0.4112690  0.0922302
 j1843.508  0.5538033  0.1600285
 j1844.181  0.6457578  0.1613078
 j1847.459  0.9291464  0.1163448
 j1849.183  1.1220450  0.1092924
 j1850.212  1.3761400  0.2063794
 j1851.424  1.1736740  0.0869055
 j1852.180  0.9671366  0.0588251
 j1853.207  1.1205380  0.2397082
 j1854.201  1.3984510  0.4571579
 j1855.150  1.3467400  0.4768331
 j1856.158  1.2717440  0.5517532
 j1857.152  1.1996360  0.4571018
 j1858.164  1.1475509  0.4051519
 j1859.146  1.0444920  0.2360203
 j1861.477  0.9764267  0.1259502
 j1862.202  0.8290405  0.0447474
 j1863.184  0.6597759  0.0116639
 j1864.405  0.7151231  0.1323337
 j1865.212  0.7695283  0.1984211
 j1867.238  0.9238751  0.2791315
 j1868.197  0.8685331  0.3016815
 j1869.182  0.9556576  0.5232872
 j1870.502  1.0301590  0.5009028
 j1871.227  0.9354250  0.3414835
 j1872.208  0.9377506  0.3201016
 j1873.483  0.7759547  0.2211993
 j1874.480  0.7459083  0.1129313
 j1875.153  0.6012716  0.0109150
 j1876.215  0.4590950  0.0108822
 j1877.180  0.4515556  0.0000000
 j1878.213  0.5085827  0.0000000
 j1879.233  0.4291096  0.0000000
 j1880.271  0.4298014  0.0000000
 j1881.173  0.5113615  0.0000000
 j1882.230  0.7262317  0.0220639
 j1883.166  0.7364247  0.0000000
 j1884.242  0.6449165  0.0000000
 j1885.161  0.5617931  0.0096325
 j1886.163  0.4014061  0.0000000
 j1887.152  0.4113051  0.0000000
 j1888.417  0.4473240  0.0000000
 j1891.184  0.5044341  0.0268994
 j1892.207  0.8636556  0.0867230
 j1893.204  0.8591099  0.0733201
 j1894.211  0.9212621  0.1086163
 j1895.233  0.9013709  0.0645106
 j1896.256  0.9993863  0.1759417
 j1897.190  1.0993840  0.0941738
 j1898.304  0.9254341  0.0650996
 j1899.313  0.3595098  0.0000000
 j1900.180  0.7267438  0.0566597
 j1901.215  0.7153021  0.1695762
 j1902.202  0.5977954  0.1846571
 j1903.218  0.5939975  0.1173463
 j1904.216  0.6356374  0.0506605
 j1905.490  0.5340244  0.0100471
 j1906.211  0.5107185  0.0000000
 j1907.222  0.3564008  0.0000000
 j1908.448  0.4171278  0.0000000
 j1909.200  0.4292675  0.0000000
 j1911.160  0.2876330  0.0000000
 j1912.159  0.2150708  0.0000000
 j1913.185  0.2084276  0.0000000
 j1914.169  0.2423404  0.0000000
 j1916.301  0.5624613  0.0406074
 j1917.470  0.5279796  0.0180658
 j1918.228  0.3139054  0.0000000
 j1919.234  0.5094887  0.0098526
 j1920.265  0.5582170  0.0789464
 j1922.472  1.0508610  0.1318724
 j1923.270  1.0809430  0.1988568
 j1924.465  1.1209280  0.1845223
 j1925.201  1.3477890  0.1905352
 j1926.248  1.2107470  0.3148008
 j1927.180  1.1812910  0.3118960
 j1928.284  1.4838660  0.6675100
 j1929.250  1.3327470  0.5316650
 j1930.183  1.4024450  0.7256736
 j1931.226  1.3867570  0.9601463
 j1932.437  1.1479220  0.6104183
 j1933.193  1.2587810  0.7210399
 j1934.266  1.1489050  0.7251403
 j1935.266  0.7879534  0.3586761
 j1936.239  0.8055060  0.4176141
 j1937.197  0.6453829  0.1219360
 j1938.201  0.3333199  0.0098416
 j1942.303  0.4137944  0.0292477
 j1943.199  0.4581538  0.0000000
 j1944.207  0.5633694  0.0191167
 j1945.212  0.6296120  0.0311909
 j1946.179  0.5578011  0.0137396
 j1947.182  0.8377236  0.0629486
 j1948.166  0.8523860  0.0986099
 j1949.186  1.1110870  0.2466013
 j1950.174  0.9894294  0.3116726
 j1951.454  1.2924280  0.4195887
 j1952.258  1.0322870  0.3721250
 j1953.250  1.1978490  0.3109376
 j1956.239  1.5503830  0.4338222
 j1957.278  1.4093220  0.3084009
 j1958.208  1.1919399  0.2016895
 j1959.256  1.3007970  0.2836950
 j1960.199  1.1195390  0.2039788
 j1961.209  0.8457549  0.0668325
 j1962.218  0.7038250  0.0265769
 j1963.184  0.3533374  0.0104596
 j1966.445  0.1434621  0.0000000
 j1967.236  0.0614712  0.0000000
 j1968.191  0.0863912  0.0000000
 j1969.189  0.1457980  0.0102105
 j1970.179  0.1804692  0.0000000
 j1971.176  0.2320508  0.0000000
 j1972.210  0.1758862  0.0000000
 j1973.163  0.1915263  0.0000000
 j1975.167  0.2239017  0.0000000
 j1976.178  0.3696630  0.0000000
 j1977.164  0.3408446  0.0000000
 j1978.203  0.4560338  0.0181846
 j1980.478  0.6619550  0.3297176
 j1981.192  0.7341175  0.2252313
 j1983.252  0.8809838  0.2690422
 j1984.294  0.9525073  0.3301130
 j1985.239  1.0117950  0.2704896
 j1986.272  1.0102479  0.1346368
 j1987.216  0.9176689  0.1063261
 j1991.436  0.1931417  0.0000000
 j1992.210  0.1526151  0.0000000
 j1993.199  0.1419315  0.0000000
 j1994.217  0.1262061  0.0000000
 j1996.211  0.1309907  0.0000000
 j1997.198  0.0981783  0.0000000
 j2001.456  0.1850612  0.0222514
 j2002.222  0.2046288  0.0408462
 j2003.299  0.2489038  0.0815901
 j2007.261  0.2331080  0.0000000
 j2008.279  0.2889366  0.0000000
 j2012.271  0.4809690  0.2119980
 j2014.231  0.6095542  0.1421772
 j2015.219  0.6795906  0.2759147
 j2017.301  0.5232527  0.1739738
 j2020.239  0.1036965  0.0000000
 j2022.221  0.0810059  0.0000000
 j2023.211  0.0701986  0.0000000
 j2024.445  0.0707257  0.0000000
 j2025.272  0.0890715  0.0000000
 j2026.419  0.0879801  0.0000000
 j2027.255  0.1236059  0.0000000
 j2029.361  0.1365846  0.0108458
 j2030.276  0.1726218  0.0097760
 j2032.438  0.2734698  0.0000000
 j2034.246  0.3650995  0.0192142
 j2035.222  0.3608133  0.0211241
 j2037.234  0.8824595  0.2989110
 j2040.260  1.2620651  0.3137155
 j2041.248  1.1514241  0.3013754
 j2047.288  0.0643222  0.0000000
 j2048.385  0.0364117  0.0000000
 j2050.259  0.1030012  0.0583219
 j2061.357  0.9565860  0.2050490
 j2062.229  1.0484760  0.0917734
 j2063.285  1.1699210  0.2047288
 j2066.428  1.0743730  0.0700188
 j2067.231  1.2642460  0.1017128
 j2070.484  0.3763049  0.0000000
 j2071.297  0.2962396  0.0000000
 j2072.236  0.1251808  0.0000000
 j2073.243  0.0296396  0.0000000
 j2074.236  0.0354566  0.0000000
 j2075.228  0.0217580  0.0000000
 j2076.195  0.0410451  0.0000000
 j2078.300  0.0615766  0.0000000
 j2079.227  0.0722683  0.0000000
 j2080.202  0.0989435  0.0000000
 j2081.235  0.1135683  0.0000000
 j2082.229  0.0984583  0.0000000
 j2086.218  0.2231451  0.0000000
 j2087.268  0.3419908  0.0000000
 j2089.232  0.6003163  0.0576322
 j2091.258  0.7538172  0.1031213
 j2093.246  0.7124474  0.0712293
 j2094.224  0.7801806  0.1187033
 j2095.350  0.7579540  0.1741525
 j2096.215  0.5798750  0.1762691
 j2097.297  0.4676602  0.2341838
 j2099.193  0.2325811  0.1097644
 j2101.205  0.2818891  0.0447325
 j2102.185  0.2991766  0.0451960
 j2103.183  0.2135420  0.0388310
 j2104.184  0.1944579  0.0469932
 j2105.279  0.2827179  0.0468464
 j2111.449  0.1683583  0.0000000
 j2112.205  0.1906601  0.0202409
 j2117.229  0.4803684  0.0758211
 j2119.206  0.8335315  0.0818079
 j2120.205  0.8131214  0.0649772
 j2121.192  0.9428165  0.0858065
 j2126.160  0.5220364  0.0000000
 j2129.340  0.3417585  0.0510758
 j2130.190  0.3326030  0.1093515
 j2131.164  0.2151951  0.0376019
 j2135.322  0.1244060  0.0110986
 j2136.181  0.1145020  0.0097192
 j2138.229  0.0946853  0.0000000
 j2140.189  0.1476913  0.0096197
 j2142.399  0.2314239  0.0094109
 j2143.301  0.2860145  0.0190337
 j2144.431  0.3763358  0.1321587
 j2146.443  0.6049453  0.0677398
 j2151.424  0.9618403  0.3623590
 j2152.271  1.0993780  0.8110476
 j2153.295  1.1480750  0.7770599
 j2157.512  0.2724093  0.0562635
 j2158.236  0.2432519  0.0200755
 j2159.389  0.1508105  0.0000000
 j2160.152  0.0410513  0.0000000
 j2161.149  0.0723361  0.0000000
 j2163.165  0.1408141  0.0433607
 j2164.142  0.1657625  0.0194710
 j2165.208  0.1730711  0.0095165
 j2166.212  0.1601092  0.0000000
 j2167.224  0.1563902  0.0000000
 j2168.253  0.2141469  0.0000000
 j2169.217  0.4038906  0.0451273
 j2170.168  0.6607474  0.1699545
 j2171.433  1.0372601  0.4640552
 j2172.255  1.3467650  0.6962649
 j2173.253  1.8350821  0.6805158
 j2174.243  2.0729079  0.9434776
 j2175.271  2.1172380  0.5160387
 j2176.239  2.1507709  0.6720192
 j2177.239  2.0092709  0.4358431
 j2178.239  1.7488590  0.4122368
 j2179.237  1.7843640  0.3051508
 j2180.229  1.5532770  0.0994622
 j2181.230  1.0252910  0.0217786
 j2182.177  0.6052850  0.0094945
 j2183.157  0.3817201  0.0000000
 j2188.192  0.0850395  0.0000000
 j2189.176  0.0922146  0.0000000
 j2190.144  0.1080753  0.0000000
 j2191.233  0.0826449  0.0000000
 j2192.143  0.1253581  0.0000000
 j2193.152  0.1480719  0.0000000
 j2194.139  0.2057699  0.0867569
 j2195.133  0.2580436  0.0778620
 j2196.221  0.4964492  0.0464402
 j2197.123  0.5343632  0.0000000
 j2198.424  1.0235240  0.0541095
 j2199.462  1.2311560  0.0449900
 j2200.181  1.3414540  0.1215741
 j2201.427  2.0336339  0.3428703
 j2202.227  2.0591459  0.3739446
 j2203.227  1.9313680  0.1120191
 j2204.172  1.5986760  0.1203709
 j2205.233  1.6582590  0.1519410
 j2206.183  1.2117831  0.0857262
 j2207.247  1.1590739  0.1072886
 j2208.280  1.0106230  0.1062602
 j2209.258  0.7300295  0.0983923
 j2210.247  0.6356102  0.2019038
 j2211.229  0.4497627  0.1796277
 j2212.241  0.4777242  0.1743252
 j2213.219  0.4924365  0.1798182
 j2214.197  0.5096561  0.1634018
 j2215.217  0.6176618  0.1303515
 j2216.286  0.6648244  0.1207743
 j2217.228  0.5523795  0.0799613
 j2218.178  0.6000918  0.1373240
 j2219.258  0.5678756  0.1027275
 j2220.277  0.5658238  0.0360201
 j2221.141  0.4213238  0.0000000
 j2222.162  0.3436172  0.0091496
 j2223.145  0.2993855  0.0107702
 j2224.155  0.3699799  0.0000000
 j2225.122  0.3413944  0.0000000
 j2226.202  0.6953859  0.0000000
 j2227.217  0.8961675  0.0147201
 j2228.226  1.1911930  0.0708402
 j2229.212  1.1200510  0.1187346
 j2230.490  1.4573840  0.4035332
 j2231.435  1.4109530  0.5357966
 j2232.283  1.2797140  0.6631230
 j2233.234  1.0662570  0.5118576
 j2234.491  1.1283860  0.5282984
 j2235.446  0.9570001  0.4004721
 j2236.452  0.7880881  0.1765901
 j2237.188  0.5751001  0.0808412
 j2238.160  0.4898735  0.0283139
 j2240.467  0.4251691  0.1652303
 j2246.221  0.8619165  0.2910469
 j2248.173  0.7495681  0.1127819
 j2249.226  0.5182101  0.0514304
 j2250.271  0.6373692  0.0717057
 j2251.176  0.5285693  0.1535508
 j2252.219  0.0000000  0.0000000
 j2253.153  0.9589676  0.2902679
 j2255.218  1.0705030  0.1705215
 j2256.259  1.0827160  0.1186790
 j2257.226  1.2158000  0.1110591
 j2259.246  1.3828830  0.0960418
 j2260.218  1.4191830  0.3165067
 j2261.231  1.0461010  0.1434724
 j2264.242  0.4033957  0.0000000
 j2265.213  0.2488984  0.0214001
 j2266.280  0.3739750  0.0836773
 j2267.265  0.5768987  0.1449565
 j2268.230  0.6515300  0.1586238
 j2269.182  0.5703995  0.0853653
 j2270.413  0.8704749  0.1649612
 j2271.229  0.9477192  0.1881923
 j2272.162  1.0757160  0.2784827
 j2273.471  0.9369649  0.1966613
 j2274.184  0.8471725  0.0800271
 j2275.272  0.7690954  0.0924711
 j2276.220  0.6599696  0.1464174
 j2277.225  0.5982428  0.1082380
 j2279.313  0.4596729  0.0685072
 j2280.246  0.4608034  0.0731359
 j2281.285  0.5857843  0.1023520
 j2282.167  0.6398684  0.0685197
 j2283.168  0.6427065  0.0878214
 j2284.234  0.7077190  0.0546586
 j2285.162  0.5071609  0.0137235
 j2287.178  0.4060305  0.0118943
 j2288.226  0.3332809  0.0107757
 j2289.074  0.3019711  0.0000000
 j2290.198  0.2628034  0.0000000
 j2291.242  0.0907979  0.0000000
 j2292.247  0.1220071  0.0000000
 j2294.442  0.2824674  0.0297528
 j2295.313  0.4091144  0.0975123
 j2298.227  0.6162250  0.0718213
 j2299.214  0.5271072  0.0557489
 j2301.491  0.8366929  0.2426962
 j2302.242  0.7597321  0.2570848
 j2303.255  0.7406821  0.3144408
 j2304.272  0.7784960  0.3760625
 j2305.315  0.8648927  0.3596008
 j2306.310  0.8716506  0.3770250
 j2307.270  0.9012374  0.2779762
 j2309.204  1.0182360  0.2358973
 j2312.178  0.4253244  0.0000000
 j2313.280  0.3545281  0.0000000
 j2314.185  0.3438073  0.0000000
 j2315.295  0.2478146  0.0208618
 j2316.272  0.3078015  0.0447767
 j2317.258  0.1954666  0.0208818
 j2318.227  0.3195971  0.0099139
 j2319.385  0.2345254  0.0000000
 j2320.270  0.3774234  0.0666534
 j2321.370  0.5861331  0.2296686
 j2322.273  0.7549242  0.3481364
 j2324.308  0.7227652  0.2353657
 j2325.268  1.0006731  0.2689035
 j2326.258  1.0124691  0.1778301
 j2327.289  1.1638020  0.3264312
 j2330.273  1.9610699  1.3259070
 j2331.272  1.6404750  0.4218726
 j2332.309  2.0004649  1.5675950
 j2333.304  1.5858459  0.8532615
 j2334.437  1.1996540  0.5008949
 j2335.310  1.0103470  0.4187018
 j2336.303  0.7836454  0.2601008
 j2338.447  0.2120534  0.0147181
 j2341.405  0.1518521  0.0284085
 j2342.278  0.1854644  0.0000000
 j2343.432  0.0865249  0.0000000
 j2344.388  0.0617999  0.0000000
 j2345.287  0.0748379  0.0000000
 j2346.230  0.1384221  0.0000000
 j2355.266  0.8847796  0.0224842
 j2356.232  0.9301329  0.0137237
 j2357.317  1.1036561  0.0669378
 j2358.207  1.4724300  0.0000000
 j2359.465  0.9700096  0.0190332
 j2361.437  0.6455840  0.0070997
 j2362.451  0.6810654  0.0000000
 j2363.275  0.6226932  0.0059739
 j2366.459  0.2050279  0.0000000
 j2367.275  0.2275682  0.0206739
 j2368.219  0.2764492  0.1176772
 j2369.223  0.3212175  0.1624055
 j2370.200  0.3117890  0.1950511
 j2371.209  0.3969763  0.2174596
 j2372.276  0.5908809  0.2491568
 j2374.279  0.8897989  0.1335475
 j2375.327  1.0795770  0.1170870
 j2376.223  1.0723460  0.1161791
 j2378.475  0.7956115  0.0443420
 j2379.282  0.7284081  0.0250089
 j2380.250  0.6861324  0.0322842
 j2381.320  0.6649009  0.0127366
 j2383.412  0.3221551  0.0000000
 j2387.250  0.3831584  0.0000000
 j2388.224  0.3239362  0.0000000
 j2389.279  0.4142225  0.0000000
 j2391.209  0.1825994  0.0000000
 j2392.427  0.1740449  0.0000000
 j2395.314  0.3742452  0.0237184
 j2398.332  0.5203761  0.1934071
 j2399.282  0.5574307  0.1300730
 j2400.416  0.6026547  0.1529512
 j2401.299  0.6162070  0.1265317
 j2403.305  0.7589294  0.1138519
 j2404.261  0.7184982  0.0728827
 j2406.258  0.4179076  0.0150012
 j2408.253  0.3047065  0.0079360
 j2409.326  0.1979845  0.0000000
 j2414.265  0.2771784  0.0348767
 j2415.242  0.2791352  0.0276147
 j2417.257  0.3575272  0.0182469
 j2418.280  0.3701614  0.0133289
 j2422.300  0.4174093  0.0265373
 j2424.422  0.5705341  0.1690489
 j2425.243  0.3776497  0.0398239
 j2426.247  0.3809216  0.0431063
 j2427.284  0.7072821  0.1070109
 j2432.228  0.3710171  0.0136749
 j2433.434  0.2898363  0.0232586
 j2434.221  0.3185428  0.0064867
 j2435.288  0.2136118  0.0060207
 j2437.225  0.1248681  0.0000000
 j2438.246  0.1515610  0.0000000
 j2439.289  0.1999120  0.0000000
 j2441.234  0.0934032  0.0000000
 j2450.290  0.4097707  0.0367799
 j2452.254  0.4332733  0.0812441
 j2455.252  0.4540714  0.0750192
 j2458.247  0.1692914  0.0071331
 j2459.372  0.1256651  0.0000000
 j2460.248  0.0572867  0.0000000
 j2461.243  0.0389228  0.0000000
 j2462.326  0.0447186  0.0000000
 j2463.206  0.0332308  0.0000000
 j2464.284  0.0470541  0.0000000
 j2465.284  0.0393567  0.0000000
 j2466.239  0.0573218  0.0000000
 j2467.435  0.1391483  0.0052072
 j2468.192  0.1260820  0.0000000
 j2469.416  0.1306179  0.0000000
 j2470.195  0.1277495  0.0000000
 j2472.460  0.0784659  0.0000000
 j2473.444  0.1002852  0.0100281
 j2474.321  0.1265882  0.0199219
 j2476.246  0.1783699  0.0129309
 j2484.224  0.1939051  0.0000000
 j2487.196  0.0887272  0.0000000
 j2489.410  0.1048264  0.0461467
 j2490.208  0.1167650  0.0392006
 j2491.230  0.0913855  0.0000000
 j2492.265  0.0512508  0.0000000
 j2493.221  0.0230064  0.0000000
 j2495.239  0.0502850  0.0000000
 j2496.229  0.0646674  0.0000000
 j2499.208  0.0709307  0.0000000
 j2500.277  0.0714894  0.0000000
 j2501.322  0.0631211  0.0000000
 j2502.302  0.0370690  0.0000000
 j2505.313  0.1276587  0.0000000
 j2506.210  0.1367731  0.0000000
 j2524.270  0.1519449  0.0000000
 j2527.167  0.1046334  0.0000000
 j2529.208  0.0687615  0.0000000
 j2530.372  0.1801517  0.0000000
 j2531.221  0.2659159  0.0000000
 j2532.292  0.2410208  0.0000000
 j2534.226  0.3030773  0.0198035
 j2535.327  0.3991470  0.0919371
 j2536.315  0.4340094  0.1010040
 j2538.211  0.2822595  0.0433677
 j2539.250  0.2419275  0.0000000
 j2540.222  0.1143573  0.0000000
 j2543.300  0.0625535  0.0000000
 j2544.424  0.0967331  0.0000000
 j2545.278  0.1635929  0.0151376
 j2546.278  0.1724393  0.0248598
 j2547.198  0.1379308  0.0000000
 j2548.218  0.1495101  0.0000000
 j2550.190  0.1344781  0.0000000
 j2551.282  0.1490529  0.0000000
 j2552.229  0.1125329  0.0000000
 j2555.228  0.0604053  0.0000000
 j2556.190  0.0752134  0.0000000
 j2557.225  0.1044971  0.0000000
 j2567.492  0.1336702  0.0000000
 j2568.212  0.1687505  0.0000000
 j2569.291  0.1778919  0.0103272
 j2570.187  0.1928742  0.0000000
 j2571.280  0.1798842  0.0161205
 j2572.206  0.1219228  0.0000000
 j2573.261  0.1241964  0.0000000
 j2574.193  0.1208469  0.0000000
 j2575.250  0.1258898  0.0000000
 j2576.307  0.0699040  0.0000000
 j2577.238  0.0814861  0.0000000
 j2578.241  0.0773464  0.0000000
 j2579.273  0.0547209  0.0000000
 j2580.226  0.0737690  0.0420094
 j2581.235  0.0802988  0.0227703
 j2584.150  0.0302102  0.0000000
 j2585.137  0.0465028  0.0000000
 j2586.224  0.0460784  0.0000000
 j2587.423  0.1147779  0.0000000
 j2588.305  0.1196332  0.0151333
 j2589.179  0.1983088  0.0158083
 j2591.418  0.3518492  0.1210027
 j2593.296  0.3016747  0.1599289
 j2594.298  0.3852913  0.1628114
 j2595.288  0.3343312  0.1245648
 j2596.204  0.2446116  0.0616649
 j2597.247  0.2314234  0.0538021
 j2598.254  0.2241122  0.0316821
 j2599.287  0.1736935  0.0000000
 j2600.181  0.1908749  0.0000000
 j2601.433  0.2946428  0.0168966
 j2603.217  0.2134518  0.0095043
 j2604.164  0.1960626  0.0046308
 j2605.198  0.2323295  0.0414367
 j2606.209  0.2588040  0.1088129
 j2607.175  0.2096192  0.0604078
 j2608.176  0.2817060  0.0631103
 j2609.141  0.3537358  0.0902958
 j2610.270  0.3592547  0.0861143
 j2611.156  0.3844993  0.0676834
 j2613.164  0.4211005  0.0860020
 j2614.176  0.4411939  0.0799507
 j2615.481  0.5195010  0.1132369
 j2616.201  0.3149753  0.0457873
 j2617.317  0.3302751  0.0484034
 j2618.175  0.2966772  0.0411480
 j2619.164  0.2586296  0.0617685
 j2620.195  0.2963925  0.1107215
 j2621.428  0.4034051  0.1128444
 j2622.451  0.3942493  0.1122981
 j2623.205  0.2838742  0.0328732
 j2624.190  0.2655352  0.0161401
 j2629.497  0.9334860  0.7694464
 j2630.249  0.7284706  0.5422105
 j2631.315  0.6968783  0.6491715
 j2632.258  0.8271229  0.7437687
 j2633.299  0.8828295  0.8532224
 j2634.263  0.9885328  0.9077206
 j2636.269  0.5770495  0.4176935
 j2637.268  0.5850173  0.3663899
 j2641.288  0.2855952  0.0051194
 j2642.229  0.3273714  0.0108791
 j2643.229  0.3371041  0.0096292
 j2645.209  0.3074291  0.0045390
 j2646.263  0.3017716  0.0000000
 j2647.187  0.2403031  0.0000000
 j2648.157  0.3229942  0.0103954
 j2649.162  0.1547405  0.0000000
 j2650.152  0.2295992  0.0172017
 j2651.204  0.1688062  0.0399845
 j2652.249  0.3282884  0.0388131
 j2653.178  0.3574048  0.0000000
 j2654.213  0.3792728  0.0000000
 j2655.321  0.5985178  0.0000000
 j2656.237  0.7095306  0.0000000
 j2658.214  1.0582200  0.0819848
 j2659.222  1.0066690  0.0416326
 j2660.256  1.0512969  0.1348448
 j2661.207  1.3134830  0.4361759
 j2662.246  0.8443669  0.0609356
 j2663.224  0.8577601  0.0747662
 j2665.486  0.6254023  0.0321615
 j2666.234  0.5064538  0.0342360
 j2667.238  0.3757691  0.0450574
 j2668.266  0.2668719  0.0396087
 j2669.236  0.2476587  0.0239568
 j2670.214  0.2378945  0.0121363
 j2673.293  0.2131675  0.0000000
 j2674.174  0.2475006  0.0092605
 j2675.176  0.2698133  0.0049027
 j2676.161  0.2856385  0.0092285
 j2677.192  0.3003683  0.0047572
 j2678.169  0.2908389  0.0000000
 j2679.198  0.1893073  0.0000000
 j2680.208  0.1910675  0.0000000
